title,author,type,audience,genre,faust_numbers,isbns,n_loans
Hvepsereden,Inger Wolf,Bog,voksenmaterialer,krimi,28690479;51560159;22065645;29398747;22478656;99122119957405763;99121944036305763,<NA>,2153
Fødedygtig,Laura Ringo (f. 1990),Bog,voksenmaterialer,samfundsskildringer,47996694,<NA>,1953
Den store bog om dukketøj,,Bog,"folkeskoleniveau,børnematerialer",dukker,23880296,<NA>,1953
Uvejr,Maria Adolfsson,Bog,voksenmaterialer,"krimi,politiromaner",135920061;25858905;24066886;07264836;21163066,<NA>,2052
Hej Kaj,Mats Letén,Billedbog,børnematerialer,skønlitteratur,46089847;99122686905505763,<NA>,1956
Bourdieu for begyndere,Lisanne Wilken,Bog,"fagligt niveau,voksenmaterialer",,28844794;99122015592305763,<NA>,1957
Eugen Kallmanns øjne,Håkan Nesser,Bog,voksenmaterialer,psykologisk thriller,53456162,<NA>,1952
Molly går til hvalpetræning,Isabelle Halvarsson,Bog,børnematerialer,skønlitteratur,29443831,<NA>,1952
"Jeg er en, der kan sige sådan!",Anita Furu,Bog,voksenmaterialer,skønlitteratur,47253217,<NA>,1952
Slotsmysteriet,Martin Widmark,Bog,børnematerialer,krimi,54062516,<NA>,1952
Den magiske boghandel - Tilly og de forsvundne eventyr,Anna James,Bog,børnematerialer,"eventyr,eventyrlige fortællinger",39239108;62582464,<NA>,2025
Nor og Oda tør alt,Marie Duedahl,Bog,børnematerialer,sjove bøger,54168683,<NA>,1951
Bo i skoven,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,51618386,<NA>,1951
Enken fra Kiev,Mogens Blom (f. 1956),Bog,voksenmaterialer,spænding,53934919,<NA>,1951
Stillidsen,Donna Tartt,Bog,voksenmaterialer,skønlitteratur,50984508;38371568;51748557;51152379;51788397,<NA>,2093
Kraftdyret kalder,Kasper Hoff,Bog,børnematerialer,spænding,48843913,<NA>,1951
Team Hero - kampen om skyggesværdet,Adam Blade,Bog,børnematerialer,fantasy,53482651,<NA>,1950
"Kør ræs, Kurt!",Marie Duedahl,Bog,børnematerialer,sjove bøger,54104782,<NA>,1950
Fililumbur - du er en stjerne!,Carsten Sommerskov,Billedbog,børnematerialer,godnathistorier,52250072,<NA>,1950
Disciplen,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt",Bog,voksenmaterialer,"krimi,politiromaner",28947178;46422333;29839670;46099028;29736863;99122811301405763;99122686914005763,<NA>,2265
Dumbo,Christian Bach (f. 1979-02-06),Bog,børnematerialer,skønlitteratur,46556968;51359380;45329798;28991460;61344691;99123440317405763;99122497806305763;40955437;41557575,<NA>,3536
De små monstre - her roder,"Pernille Eybye,Carina Evytt",Bog,børnematerialer,skønlitteratur,51757343,<NA>,1949
Strik a la carte II,Marianne Isager,Bog,"alment niveau,voksenmaterialer",strikning,29783802,<NA>,1949
Natbjørnen Tjugga & ræven Sally,Emilie Melgaard Jacobsen,Billedbog,børnematerialer,godnathistorier,39014297,<NA>,1948
Mimis zoo,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,50649121,<NA>,1948
Maze runner - infernoet,James Dashner,Bog,børnematerialer,science fiction,51545095,<NA>,1948
Nordiske haver,Claus Dalby,Bog,"alment niveau,voksenmaterialer",havearkitekturens historie,53157017;99122565316105763,<NA>,1949
Min lille bog om følelser - jalousi,Stéphanie Couturier,Billedbog,børnematerialer,skønlitteratur,47908329;99123331787405763,<NA>,1950
Den svenske konges hemmelige marmeladeopskrift - og andre fortællinger,Knud Romer,Bog,voksenmaterialer,skønlitteratur,135758906,<NA>,1947
"Anja C. Andersen fortæller om big bang, rummissioner og liv på Mars",Anja C. Andersen,Bog,"folkeskoleniveau,børnematerialer",solsystemet. rumforskning,61692118,<NA>,1947
De 5 på nye eventyr,Enid Blyton,Bog,børnematerialer,krimi,46158539;99122030902705763,<NA>,1949
På opdagelse under bølgerne,,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer","hydrobiologi,gå på opdagelse",46687515,<NA>,1946
Jo på is,Gry Kappel Jensen,Bog,børnematerialer,skønlitteratur,46319656,<NA>,1946
Gigantosaurus - den store findebog,,Billedbog,børnematerialer,gå på opdagelse,134784733,<NA>,1945
Madglad,Jane Faerber,Bog,"alment niveau,voksenmaterialer",diætmadlavning,52362768;29339473,<NA>,2032
Den usynlige mand fra Salem,Christoffer Carlsson,Bog,voksenmaterialer,krimi,52269423,<NA>,1945
Huset ved Riverton,Kate Morton,Bog,voksenmaterialer,skønlitteratur,51708024;27267572;29326142;28127170;99122944622805763;99122012279705763,<NA>,3404
Til minde om en morder,"Pascal Engman (f. 1986),Johannes Selåker (f. 1987)",Bog,voksenmaterialer,krimi,135631361,<NA>,1944
Kunst på sten - mal de sødeste dyr,Denise Scicluna,Bog,"alment niveau,folkeskoleniveau,børnematerialer,voksenmaterialer",øvrige grene af kunsthåndværket,46036603,<NA>,1944
Engang var der ulve,Charlotte McConaghy,Bog,voksenmaterialer,skønlitteratur,134462205;99124247801905763,<NA>,1944
Terra alta,Javier Cercas,Bog,voksenmaterialer,krimi,38587978;47320925,<NA>,1991
"Kom igen, Felina!",Kirsten Sonne Harild,Bog,børnematerialer,skønlitteratur,52669561,<NA>,1943
Frygt grækeres gaver,Philip Kerr,Bog,voksenmaterialer,krimi,54984332,<NA>,1943
En tyv bryder ind,Jørn Jensen (f. 1946),Bog,børnematerialer,gys,46861051,<NA>,1943
Den nye vagt,Jesper W. Lindberg,Bog,børnematerialer,"gys,sjove bøger",53333826;38794132,<NA>,2182
Rose og veninderne,Puk Krogsøe,Bog,børnematerialer,skønlitteratur,51060490;51877381,<NA>,2302
Min store bog om naturen,Camilla De la Bédoyère,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",økologi. biogeografi,47559022,<NA>,1941
Outlander. 7. bind,Diana Gabaldon,Bog,voksenmaterialer,skønlitteratur,47054575,<NA>,1941
Kroppens ABC,"Ida Toldbod,Mette Popp-Madsen",Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",menneskets fysiologi,39498448,<NA>,1941
Hypotesen om kærlighed,Ali Hazelwood,Bog,voksenmaterialer,skønlitteratur,134911603,<NA>,1941
Vejen til Mumidalen - og andre fortællinger af Tove Jansson,"Alex Haridi,Cecilia Davidsson",Bog,børnematerialer,"eventyrlige fortællinger,eventyrvæsener",46621573,<NA>,1940
Vintereventyret,Sarah Morgan (f. 1948),Bog,voksenmaterialer,skønlitteratur,134905344;05625831,<NA>,1964
Den sønderjyske farm,Erling Jepsen (f. 1956),Bog,voksenmaterialer,humor,29934118;50958329;50985660;45437329,<NA>,2233
"Flid, fedt og snyd",Lene Randorff,Bog,"alment niveau,voksenmaterialer",strikning,46913396,<NA>,1940
Forår i Applemore,Rachael Lucas,Bog,voksenmaterialer,ungdomskriminalitet,135497851,<NA>,1939
Forsvundet,"Elias Våhlund,Agnes Våhlund",Bog,børnematerialer,skønlitteratur,39238993;38827995;51134257;39458101;62515937;28874006;38776274;27882781;28222963;51759931;26814731;24036693;51786440;21811793;05301556;28594917;21096857;21095052;99122415301505763;99122664884505763;99122366817805763;99122855473205763;39117193;21801372;99122030028705763,<NA>,8405
Ryst dig fri,David Berceli,Bog,"alment niveau,voksenmaterialer",kriseterapi. samlivsterapi,48011535;99123355590105763;99123354984005763,<NA>,1955
Frøken Fine skal til fødselsdag,Katrine Marie Guldager,Bog,børnematerialer,skønlitteratur,29790973,<NA>,1938
Ladyens livvagt,Sabrina Jeffries,Bog,voksenmaterialer,historiske romaner,62895187,<NA>,1937
Glød,"Christian Grønhøj,Morten Fenger",Bog,"alment niveau,voksenmaterialer",diætmadlavning,62348461;29983658;62904119;99122531247805763,<NA>,3494
"I en mørk, mørk skov",Ruth Ware (f. 1977),Bog,voksenmaterialer,psykologisk thriller,53956505,<NA>,1937
Kig & find i Felandet,,Billedbog,børnematerialer,gå på opdagelse,50852318,<NA>,1937
De følsomme relationer,Susan Hart (f. 1956),Bog,"fagligt niveau,voksenmaterialer",børne- og ungdomspsykologi,48219535;99123359189405763;99123542611705763;991001024119203861,<NA>,1949
Bullet journal-metoden,Ryder Carroll,Bog,"alment niveau,voksenmaterialer",praktisk etik i alm.,46370023;99122977302805763,<NA>,1939
Asta og den nye pige,Trine Bundsgaard,Bog,børnematerialer,skønlitteratur,52744040;48163858,<NA>,2267
"Hovsa, Holger",Margareta Nordqvist,Bog,børnematerialer,skønlitteratur,46455649,<NA>,1936
Twilight Sparkle er verdens bedste tante,Tallulah May,Billedbog,børnematerialer,skønlitteratur,39498812;99123860445705763,<NA>,1936
Anemone - den blå kat,Lene Møller Jørgensen,Bog,børnematerialer,skønlitteratur,52633192,<NA>,1935
Olafs forunderlige eventyr,,Billedbog,børnematerialer,skønlitteratur,52308127,<NA>,1935
Hækleguiden,Tracey Todhunter,Bog,"alment niveau,voksenmaterialer",hækling. orkis. filering,53359957,<NA>,1934
111 steder på den jyske vestkyst som du skal se,Britt Nørbak,Bog,"alment niveau,voksenmaterialer",enkelte lokaliteter uden for københavn,53165397;99121976245305763,<NA>,1935
Kreativt genbrug,Nina Ewald,Bog,"alment niveau,voksenmaterialer",gartneri og havebrug,51671066,<NA>,1933
Ask ser en Audi,Marie Duedahl,Bog,børnematerialer,skønlitteratur,54104707,<NA>,1933
Finstrikket,,Bog,"alment niveau,voksenmaterialer",strikning,50725227,<NA>,1933
Sorgens balalajka,Jens Blendstrup,Bog,voksenmaterialer,humor,38776355,<NA>,1933
"Mumitrolden : De tre første romaner : De små trolde og den store oversvømmelse, Kometen kommer, Troldmandens hat",Tove Jansson,Bog,børnematerialer,"eventyrlige fortællinger,eventyrvæsener",27507506,<NA>,1933
Børste vander alt muligt,Tine Kej,Billedbog,børnematerialer,eksperimenter,134784814,<NA>,1932
Mi er to år,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,53937497,<NA>,1932
Sam og Sigge og ridderbrødrene,Lin Hallberg,Bog,børnematerialer,skønlitteratur,29934428,<NA>,1932
Sous vide 2.0,Karsten Tanggaard,Bog,"alment niveau,voksenmaterialer",madlavning i alm. for særligt apparatur,46608828;99122911683105763,<NA>,1933
Svenskeren,Karl Eidem,Bog,voksenmaterialer,spænding,39477645,<NA>,1931
Mine første 100 ord,,Billedbog,"førskoleniveau,børnematerialer","ordbøger,løft og kig,pegebøger",47780179;46742214;47908132;52535514;54209665;99121975888005763,<NA>,5422
Den frivillige,Jack Fairweather,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,38202685,<NA>,1931
100 første køretøjer,,Billedbog,"førskoleniveau,børnematerialer","transportmidler i alm.,pegebøger",46984072,<NA>,1930
Rejsende,Olga Tokarczuk,Bog,voksenmaterialer,skønlitteratur,47250897;52423848;01341421;99122190869405763;01341405;99123304085805763;49164904,<NA>,3157
Har du set min hat?,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,53963196,<NA>,1930
Kør din plov over de dødes knogler,Olga Tokarczuk,Bog,voksenmaterialer,humor,29354472;47259991;99123305005905763;39121239,<NA>,3752
Winnie og Wilbur og den kæphøje ridder,Valerie Thomas,Billedbog,børnematerialer,sjove bøger,53609937,<NA>,1929
Fang tyven! & På skitur,Bente Bratlund,Bog,børnematerialer,skønlitteratur,51960203,<NA>,1928
Efterskælv,Rachel Cusk,Bog,voksenmaterialer,biografiske romaner,38789791;46196732;26902037;28618670;27673155;27368891,<NA>,3158
Fantastiske bælgfrugter,Mia Sommer,Bog,"alment niveau,voksenmaterialer",særlige retter,61815996;99123916835805763,<NA>,1928
Tænd for forbindelsen,Mette Carendi,Bog,"alment niveau,voksenmaterialer",børne- og ungdomsopdragelse i alm.,46494857;99122582022105763,<NA>,1929
"Saga på eventyr - balladebanan, fine sko og en møgirriterende superhelt",Josefine Sundström,Bog,børnematerialer,sjove bøger,46196945,<NA>,1927
Sallys far er skidesjov,Thomas Brunstrøm,Bog,børnematerialer,skønlitteratur,136142143,<NA>,1926
Sendebuddet,Arttu Tuominen (f. 1981),Bog,voksenmaterialer,krimi,62935715,<NA>,1926
Den dag prutterne blev væk,Line Meyer,Billedbog,børnematerialer,skønlitteratur,39160005,<NA>,1925
Brød & kager,Jane Faerber,Bog,"fagligt niveau,alment niveau,voksenmaterialer",diætmadlavning,51038681;29554331,<NA>,2012
Liva hos lægen,Mette Jørgensen (f. 1952),Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",pædiatri i alm.,28603347,<NA>,1925
Design med græsser,"Nina Ewald,Poul Petersen (f. 1950-09-29)",Bog,"alment niveau,voksenmaterialer",blomsterdyrkning. prydtræer og prydbuske,48873928,<NA>,1924
Så længe citrontræerne gror,Zoulfa Katouh,Bog,"børnematerialer,voksenmaterialer",young adult,134377666,<NA>,1924
Olivia skal ud at rejse,Katerina Janouch,Billedbog,børnematerialer,skønlitteratur,51663187,<NA>,1924
Teddy i knibe,Lin Hallberg,Bog,børnematerialer,skønlitteratur,28227094;29186359,<NA>,1927
Lille Muldvarp og Lille Snemand,Hana Doskoc?ilová,Billedbog,børnematerialer,skønlitteratur,53482767,<NA>,1924
Karen Klarbæks hæklede tæpper,Karen Predbjørn Klarbæk,Bog,"alment niveau,voksenmaterialer",hækling. orkis. filering,55113149;99122676431105763,<NA>,1923
Søstre,Nina Belling,Bog,voksenmaterialer,"historiske romaner,samfundsskildringer",47939186;39213958;27210392;53782426;27837891;23676052;28942893;07182937;21650986;99122439665905763,<NA>,3681
"Jon, Max og Pil",,Bog,børnematerialer,skønlitteratur,26892201,<NA>,1922
Ib og en mø,Gry Kappel Jensen,Bog,børnematerialer,skønlitteratur,45944859;99122473694105763,<NA>,1923
Karlas kabale,Renée Toft Simonsen,Bog,børnematerialer,skønlitteratur,24929604;29106312;38954571;26486548;27006116;28478321;27296416,<NA>,4138
Finn til frisør,Marie Duedahl,Bog,børnematerialer,sjove bøger,53589499,<NA>,1922
Hvor er hr. Enhjørning?,,Billedbog,børnematerialer,løft og kig,54980752,<NA>,1921
Buldretrolden - vil være først!,"aprilkind,Barbara van den Speulhof",Billedbog,børnematerialer,skønlitteratur,39037742,<NA>,1921
Jul hos familien Chadwick,Marcia Willett,Bog,voksenmaterialer,slægtsromaner,62961643,<NA>,1921
Jeg hedder ikke Miriam,Majgull Axelsson,Bog,voksenmaterialer,skønlitteratur,51740793;52442710;52038286,<NA>,2045
Albert,Ole Lund Kirkegaard,Bog,børnematerialer,sjove bøger,25119401;50758060;28657366;05036259;22245589;26806364;05113326;06721575;03808645;99122554487605763;07242948;08611858;21690678;99122037309805763;99121987053405763;99122029995305763;99122029800605763,<NA>,4943
Mø ser på sko,Marie Duedahl,Bog,børnematerialer,sjove bøger,47534208;99123305404005763,<NA>,1922
Kurt i krig,Marie Duedahl,Bog,børnematerialer,skønlitteratur,53793711,<NA>,1920
Asta og fødselsdagsgaven,Trine Bundsgaard,Bog,børnematerialer,skønlitteratur,29676682;48163947,<NA>,2468
Historier om Pelle Haleløs,"Åsa Rönn,Michael Rönn",Bog,børnematerialer,sjove bøger,52652316,<NA>,1920
Min store bog om kroppen,Dietrich Grönemeyer,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer","menneskets anatomi,løft og kig",52350212;29080194;99122746355205763;99122260470205763,<NA>,2286
"Dream maker : Bind 1 : Paris, New York, København, Milano",Audrey Carlan,Bog,voksenmaterialer,chick lit,46687396,<NA>,1920
Palle passer hund,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,46399935,<NA>,1919
Læg verden bag jer,Rumaan Alam,Bog,voksenmaterialer,skønlitteratur,39266733,<NA>,1919
Lotte bliver syg,Alexander Steffensmeier,Billedbog,børnematerialer,humor,50684024,<NA>,1918
Den perfekte mor,Aimee Molloy,Bog,voksenmaterialer,skønlitteratur,61786961;99122950810805763,<NA>,1919
Modigliani affæren,Ken Follett,Bog,voksenmaterialer,spænding,51793390;20954329;21425559,<NA>,2013
American royals,Katharine McGee,Bog,børnematerialer,skønlitteratur,47366291;47107407,<NA>,2078
Garmanns hemmelighed,Stian Hole,Billedbog,børnematerialer,skønlitteratur,28386605;99122967633905763,<NA>,1918
Emil får en cola,Marie Duedahl,Bog,børnematerialer,skønlitteratur,46623428,<NA>,1917
Befri Mor Ræv,Lene Møller (f. 1945),Bog,børnematerialer,skønlitteratur,28396791,<NA>,1916
Nej,Sanne Søndergaard,Bog,voksenmaterialer,skønlitteratur,48808883;28960891,<NA>,1969
Undulat,"Grete Sonne (f. 1948),Leif Schack-Nielsen",Bog,"folkeskoleniveau,børnematerialer",papegøjer,52448239;52448530;38612212,<NA>,4382
Enhjørningefeerne - den fortryllede flod,Zanna Davidson,Bog,børnematerialer,fantasy,46365674,<NA>,1915
Skønhed og skræk,"Ulla Terkelsen,Mirco Reimer-Elster",Bog,"alment niveau,voksenmaterialer",tiden efter 1990,62702532,<NA>,1915
Emma 14 år - snart 15!,Kirsten Ahlburg,Bog,børnematerialer,dagbøger,52834147,<NA>,1915
Hr. Brum på sporet af en megasaurus,Daniel Napp,Billedbog,børnematerialer,humor,54933576,<NA>,1915
Far og Hasan i en limo,Marie Duedahl,Bog,børnematerialer,sjove bøger,48224946,<NA>,1914
Far og Hasan får en grill,Marie Duedahl,Bog,børnematerialer,sjove bøger,48648088,<NA>,1913
Fodbold,Lasse Højstrup Sørensen,Bog,"folkeskoleniveau,børnematerialer",fodbold,54862024;53392717;29276153;28200161;24470687;23360128;24922111;23948583;27237827;23117274;26280982;52464099;23652943;25142683;20502371;99122986395605763;01243411;99122335786605763;99122281639205763;99122624279405763;99122448970605763;99122448885105763,<NA>,6317
Vikingesagn,Josefine Ottesen,Bog,"folkeskoleniveau,børnematerialer","historiske sagn,danske heltesagn,danske sagn,heltesagn,historiske sagn,sagn",52984386,<NA>,1911
Samfundsvidenskabernes videnskabsteori,,Bog,"alment niveau,voksenmaterialer",teori. metodik,29516405;99122886535705763;1494575,<NA>,1923
Lulu i byen,Susanna Hartmann,Bog,børnematerialer,skønlitteratur,52906458,<NA>,1911
Håndtegner,Roald Als,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",47137195,<NA>,1910
Arlo Finch i fuldmånens sø,John August,Bog,børnematerialer,fantastiske fortællinger,47059623,<NA>,1909
Sort land,Ahmad Mahmoud (f. 1987),Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,barndomserindringer,erindringer",52016827;52216710,<NA>,1926
Mormor går amok,Dina Gellert,Bog,børnematerialer,skønlitteratur,51121325,<NA>,1909
Jagten på nazisternes guld,"Anne Sofie Hammer (f. 1972-02-05),Lise Bidstrup",Bog,børnematerialer,spænding,48030599,<NA>,1908
En ny chance for kærlighed,Suzanne Snow,Bog,voksenmaterialer,skønlitteratur,134013443;99124171824005763,<NA>,1909
Mød mig ved Beachcomber Bay,Jill Mansell,Bog,voksenmaterialer,chick lit,61411836,<NA>,1908
After. Del 5,Anna Todd,Bog,voksenmaterialer,skønlitteratur,52569680,<NA>,1908
Sommerferie,Ole Lund Kirkegaard,Bog,børnematerialer,sjove bøger,52060117;28170262;04182626;42229768,<NA>,2292
På tur med Anna og Otto - i Zoo,"Sanne Haugaard,Pia Aagesen",Bog,børnematerialer,skønlitteratur,48451535,<NA>,1908
Skolen med magiske dyr - top eller flop!,Margit Auer,Bog,børnematerialer,skønlitteratur,54276354;99122407964405763,<NA>,1912
Ganske enkelt,Emma Martiny,Bog,"alment niveau,voksenmaterialer",madlavning,39591545,<NA>,1908
Lær ord på engelsk,Gitte Ladefoged,Billedbog,"folkeskoleniveau,førskoleniveau,børnematerialer","engelske ordbøger,billedordbøger",51271084,<NA>,1907
Blodrus,Thomas Enger,Bog,voksenmaterialer,krimi,29847002;51134109;26528925;51163060;51121708,<NA>,2095
Hvad er lort?,Katie Daynes,Billedbog,"førskoleniveau,børnematerialer","ernæringsfysiologi. fordøjelse. stofskifte,løft og kig",53326196,<NA>,1907
"Mødre, fædre og andre",Siri Hustvedt,Bog,"alment niveau,voksenmaterialer",amerikanske forfatteres artikler af blandet indhold,62485051,<NA>,1907
Kroppens hemmelige sprog,Inna Segal,Bog,"alment niveau,voksenmaterialer",andre behandlingsformer,29289549;46358414;99122489683105763;99122916222805763,<NA>,2454
Hverdagsmeditation,Karen Pallisgaard (f. 1980),Bog,"alment niveau,voksenmaterialer",psykisk sundhed,48118097,<NA>,1906
111 steder i Berlin som du skal se,"Carolin Huder,Verena Eidel,Lucia Jay von Seldeneck",Bog,"alment niveau,voksenmaterialer",enkelte tyske lokaliteter,52009863;136300237;99122859192205763,<NA>,2119
